#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B027D8
#Date Time: 2023-06-12 12:37:56.461
#Start: 10 Hz
#Stop: 4000 Hz
#Steps: 201
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.47316 V
#Offset: 0.000111453 V
#Relative: no
#Channel: Channel 2
#Range: 5.4696 V
#Offset: 0.000228279 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,-0.1758944952693361,-1.535864674492664,-166.2202182712352
29.95,-0.02634801937379416,-0.4447576850659573,139.9656309522106
49.90000000000001,-0.01225246857153791,-0.5104326188784699,101.1115528477542
69.85000000000001,-0.007836986694186209,-0.7518168221847609,64.78363998070753
89.80000000000001,-0.005832119692326817,-1.107494129788374,29.32594969570748
109.75,-0.004870255103187221,-1.566735391801812,-5.732269738840619
129.7,-0.004403234420398991,-2.12952798610967,-40.57279797573124
149.65,-0.003964290307842548,-2.798836064973206,-75.28369866099781
169.6,-0.004515706824849586,-3.577545859433537,-109.9161559778186
189.55,-0.003679498975903484,-4.47484204605967,-144.4839563581123
209.5,-0.003545610455295285,-5.495480347111361,-179.0138451698388
229.45,-0.003655910088261382,-6.661831403812213,137.8912145271313
249.4,-0.003567665405922163,-2.736110657460112,122.8043502619077
269.35,-0.003177596213552434,-8.14546714012635,72.74030843026051
289.3,-0.003240389723029508,-11.07459390672121,43.1084383567011
309.2500000000001,-0.00315944823657486,-12.91210716484875,8.683937268970649
329.2,-0.003178161168087177,-15.0094534502916,-25.73516982231679
349.1500000000001,-0.003240042743323456,-17.39563450583552,-60.12789635105484
369.1000000000001,-0.003213678047782665,-20.14577871076118,-94.52986998916074
389.0500000000001,-0.003348408871884057,-23.35867731934933,-128.9150994661586
409.0000000000001,-0.003524148870294178,-27.19918278826235,-163.3066658543241
428.95,-0.003574228299957822,-31.95145874449512,162.2900076679293
448.9000000000001,-0.003131229999064838,-38.22360629590153,128.6481853229263
468.8500000000001,-0.003330110813178374,-46.9832737451918,100.7008737417062
488.8000000000001,-0.003442376581085271,-62.0527068605995,19.49338205082414
508.7500000000001,-0.003059406332532758,-67.87201609741159,38.6560585387455
528.7,-0.003317989733682622,-49.27841277354378,6.319504712696959
548.6500000000001,-0.003387080953593254,-42.1751501473934,-54.36421244428637
568.6,-0.003494814215137684,-37.35451552239047,-77.68725263504197
588.5500000000001,-0.003352293572524227,-33.90737225512009,-112.6091458181589
