#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B027D8
#Date Time: 2023-06-12 12:23:15.423
#Start: 100 Hz
#Stop: 8000 Hz
#Steps: 501
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.47316 V
#Offset: 0.000111453 V
#Relative: no
#Channel: Channel 2
#Range: 5.4696 V
#Offset: 0.000228279 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100,-0.005681578464479575,-50.86320390050653,170.8918424595463
115.8,-0.005192813358084153,-49.52128888919908,153.2625127622268
131.6,-0.004744007177211389,-48.33114262371195,136.0323640945964
147.4,-0.004038799740062993,-47.23565113249536,119.7390769342048
163.2,-0.004158057351545008,-46.20397795429258,102.9638933942724
179,-0.003845300515068391,-45.35579868750783,87.2247828735002
194.8,-0.003755029102015142,-44.60273300735171,70.76453957551681
210.6,-0.003758997228496593,-43.87766007283935,54.49717923411062
226.4,-0.003641086563028017,-43.2301579787915,38.39228260789683
242.2,-0.003178317259843833,-42.62064064124858,22.40165130431061
258.0000000000001,-0.003351932928422301,-42.03712453103342,6.278024985240597
273.8000000000001,-0.003327813318706941,-41.47911502472728,-10.03455002902573
289.6,-0.003419987861263539,-41.01444874478332,-25.60263690644032
305.4,-0.003657691807174512,-40.6148955655235,-41.91836697405197
321.2,-0.003481406789640335,-40.15808085604891,-57.74815985479531
337.0000000000001,-0.003538905297179717,-39.75583781723608,-73.76812258534093
352.8000000000001,-0.003256628395311336,-39.36072409491179,-90.28507289457806
368.6000000000001,-0.003587299802946059,-39.03980591799322,-106.3486697926462
384.4,-0.003346041965812575,-38.69619926454453,-122.6266568926155
400.2,-0.003245650004561652,-38.3321338532648,-139.0585102370183
416.0000000000001,-0.003496499256990893,-38.03936552657728,-155.3770276249285
431.8000000000001,-0.003378134230012733,-37.73235242923229,-171.8483943910069
447.6000000000001,-0.003440698557129014,-37.40138414752272,171.6654012188669
463.4,-0.003659740963947272,-37.09725868488824,155.2062849696447
479.2,-0.003372634694887025,-36.83699404093484,138.9214984503992
495.0000000000001,-0.00316166345007121,-36.53458112750976,122.6160952828454
510.8000000000001,-0.003344645426220444,-36.20038631819504,106.2784415002923
526.6000000000001,-0.003185077503383746,-35.92491241329306,90.24141152949549
542.4000000000001,-0.003475672045338005,-35.64700742643546,73.78116332580251
558.2,-0.003601199949118577,-35.35725626483445,57.70790265719412
574.0000000000001,-0.003519106861151984,-35.08349912967611,41.31090603002771
589.8000000000001,-0.00284109861181556,-34.79878877539072,25.21587853547856
605.6000000000001,-0.003508574853905354,-34.57912260545408,9.146116442748456
621.4000000000001,-0.002814654414437655,-34.34218384597243,-7.488864865584473
637.2000000000002,-0.003355329852744381,-34.11381419521939,-23.36081635655007
653.0000000000001,-0.003536376179407759,-33.87081506115149,-39.34146181146835
668.8000000000001,-0.003390795507600415,-33.67149818277214,-55.62034710129342
684.6000000000001,-0.003381392910492732,-33.44035475937712,-71.61514515436561
700.4000000000001,-0.003843863204001695,-33.25446070760324,-87.77106783956619
716.2000000000002,-0.004010054726536716,-33.03244707656605,-104.1127862863446
732.0000000000001,-0.003606724038063605,-32.88919126946015,-120.3415205657407
747.8000000000001,-0.003916625011811206,-32.67655270789612,-136.4509368848778
763.6000000000001,-0.00387089355381829,-32.52803121413035,-152.5092109913526
779.4000000000001,-0.003763853843729051,-32.33328848505187,-169.1427423880206
795.2000000000002,-0.003858090183725598,-32.14052656721329,174.8186053074417
811.0000000000001,-0.003776531174052981,-31.95451029014449,158.3702639357626
826.8000000000001,-0.00396168547394063,-31.77424718989812,142.2134948495257
842.6000000000001,-0.003600860775771123,-31.63389626605898,125.7719612947966
858.4000000000001,-0.004132239888409087,-31.4475244949074,109.6005030553126
874.2000000000002,-0.003767605842546926,-31.29944135382699,93.35419721254189
890.0000000000001,-0.004210938336816268,-31.0970618108937,76.95763486019577
905.8000000000001,-0.004123931068719273,-30.91268758225751,60.84062766828756
921.6000000000001,-0.003985151126284515,-30.74705507852472,44.74066186567457
937.4000000000001,-0.004243221813923481,-30.57511234363942,28.48913590858658
953.2000000000002,-0.004259671637228709,-30.38535437511589,12.25959663181539
969.0000000000001,-0.004635725839771294,-30.23803825041117,-4.070655346704584
984.8000000000001,-0.003842256861620442,-30.04301964971187,-20.18252906725539
1000.6,-0.003851883732867786,-29.92371415603465,-36.16618644191546
1016.4,-0.004407674673141342,-29.7777486461308,-52.42483638896321
1032.2,-0.004359836180818237,-29.5997848236578,-68.37251069208465
1048,-0.004780026247525822,-29.48179491508776,-84.91706956763304
1063.8,-0.004720876140658928,-29.33950597598697,-101.0547884075763
1079.6,-0.005015773442978134,-29.21881420651598,-117.1643067311556
1095.4,-0.004639963985780335,-29.07857760517029,-133.4309920835091
1111.2,-0.00506911750045711,-28.93310976638988,-149.6490533483309
1127,-0.004433423038247387,-28.81102599011936,-165.9147448309745
1142.8,-0.005004794401149529,-28.65819227342951,177.8547122076135
1158.6,-0.004890189415564004,-28.56391807515382,161.5525283830639
1174.4,-0.004796626519043898,-28.400035540682,145.2944398529036
1190.2,-0.004724500134465305,-28.28207425306143,128.9296502875657
1206,-0.004922709754070626,-28.14014878832383,112.8274694015574
1221.8,-0.004865692657029255,-27.99876702069298,96.46795010880354
1237.6,-0.005226561995229831,-27.89092642180707,80.31030966424731
1253.4,-0.005210974347232054,-27.72959708855264,64.03363031024372
1269.2,-0.005416654886683227,-27.60646023391044,47.78492650927302
1285,-0.004968259226852246,-27.47982585117208,31.60373686421368
1300.8,-0.004631683135170995,-27.33154060620854,15.4094218843181
1316.6,-0.004709174146244518,-27.2164145752181,-0.8599546871699971
1332.4,-0.005310247439025913,-27.07864151481713,-16.98870004202467
1348.2,-0.005105724386224636,-26.95982028664133,-33.24986914236204
1364,-0.005102247907444119,-26.81612619158692,-49.40332555521408
1379.8,-0.005529550488035702,-26.70469294147457,-65.38554835498046
1395.6,-0.005620337592745936,-26.57625470870734,-81.71678256862972
1411.4,-0.005534235038892843,-26.44914342329082,-98.00127578999169
1427.2,-0.005259178981831766,-26.34817573064362,-114.1016221489846
1443,-0.005552007655468885,-26.22400241949016,-130.2925747423417
1458.8,-0.006189126450430134,-26.11730978633164,-146.57456683671
